province_clean,zstate1,zcity3,推理,省,市全称,市简称,区全称,区简称,翻译过程,province,city,cityshort,town,townshort,provinceshortname,provincename,cityname,cityshortname,citypinyin,cityshortpinyin,provincepinyin
jiangxi,jiangxi,qingshanhu district,jiangxi指江西。qingshanhu district指江西南昌的青山湖区，所属地级行政是南昌市，全称南昌市，简称南昌。青山湖区全称青山湖区，简称青山湖,江西,南昌市,南昌,青山湖区,青山湖,江西拼音jiangxi，南昌市拼音nanchangshi，南昌拼音nanchang，青山湖区拼音qingshanhuqu，青山湖拼音qingshanhu,jiangxi,nanchangshi,nanchang,qingshanhuqu,qingshanhu,江西省,江西,南昌市,南昌,nanchangshi,Nanchang,Jiangxi
jiangxi,jiangxi,xihu district,jiangxi指江西。xihu district指江西南昌的西湖区，所属地级行政是南昌市，全称南昌市，简称南昌。西湖区全称西湖区，简称西湖,江西,南昌市,南昌,西湖区,西湖,江西拼音jiangxi，南昌市拼音nanchangshi，南昌拼音nanchang，西湖区拼音xihuqu，西湖拼音xihu,jiangxi,nanchangshi,nanchang,xihuqu,xihu,江西省,江西,南昌市,南昌,nanchangshi,Nanchang,Jiangxi
jiangsu,jiangsu,jianye district,jiangsu指江苏。jianye district指江苏南京的建邺区，所属地级行政是南京市，全称南京市，简称南京。建邺区全称建邺区，简称建邺,江苏,南京市,南京,建邺区,建邺,江苏拼音jiangsu，南京市拼音nanjingshi，南京拼音nanjing，建邺区拼音jianyequ，建邺拼音jianye,jiangsu,nanjingshi,nanjing,jianyequ,jianye,江苏省,江苏,南京市,南京,nanjingshi,nanjing,Jiangsu
jiangsu,jiangsu,pukou district,jiangsu指江苏。pukou district指江苏南京的浦口区，所属地级行政是南京市，全称南京市，简称南京。浦口区全称浦口区，简称浦口,江苏,南京市,南京,浦口区,浦口,江苏拼音jiangsu，南京市拼音nanjingshi，南京拼音nanjing，浦口区拼音pukouqu，浦口拼音pukou,jiangsu,nanjingshi,nanjing,pukouqu,pukou,江苏省,江苏,南京市,南京,nanjingshi,nanjing,Jiangsu
jiangsu,jiangsu,qixia district,jiangsu指江苏。qixia district指江苏南京的栖霞区，所属地级行政是南京市，全称南京市，简称南京。栖霞区全称栖霞区，简称栖霞,江苏,南京市,南京,栖霞区,栖霞,江苏拼音jiangs u，南京市拼音nanjingshi，南京拼音nanjing，栖霞区拼音qixiaqu，栖霞拼音qixia,jiangs u,nanjingshi,nanjing,qixiaqu,qixia,江苏省,江苏,南京市,南京,nanjingshi,nanjing,Jiangsu
jiangsū,jiangsu,lishui,jiangsu指江苏。lishui指江苏的溧水区，溧水区隶属于南京市，全称南京市，简称南京。溧水区全称溧水区，简称溧水,江苏,南京市,南京,溧水区,溧水,江苏拼音jiangsū，南京市拼音nanjingshi，南京拼音nanjing，溧水区拼音lishuiqu，溧水拼音lishui,jiangsū,nanjingshi,nanjing,lishuiqu,lishui,江苏省,江苏,南京市,南京,nanjingshi,nanjing,Jiangsu
guangxi,guangxi zhuang,nanning,guangxi zhuang指广西壮族自治区。nanning指广西壮族自治区的南宁市，南宁市是地级行政区，全称南宁市，简称南宁。输入没有提供地区名，填充为null。,广西壮族自治区,南宁市,南宁,null,null,广西壮族自治区拼音guangxizhuangzuzizhiqu，南宁市拼音nanningshi，南宁拼音nanning，null非中文返回null，null非中文返回null,guangxizhuangzuzizhiqu,nanningshi,nanning,null,null,广西省,广西,南宁市,南宁,nanningshi,Nanning,Guangxi
guangxi,guangxi zhuang,qingxiu district,guangxi zhuang指广西壮族自治区。qingxiu district指广西南宁的青秀区，所属地级行政是南宁市，全称南宁市，简称南宁。青秀区全称青秀区，简称青秀,广西,南宁市,南宁,青秀区,青秀,广西拼音guangxi，南宁市拼音nanningshi，南宁拼音nanning，青秀区拼音qingxiuqu，青秀拼音qingxiu,guangxi,nanningshi,nanning,qingxiuqu,qingxiu,广西省,广西,南宁市,南宁,nanningshi,Nanning,Guangxi
jiangsu,jiangsu,chongchuan district,jiangsu指江苏。chongchuan district指江苏南通的崇川区，所属地级行政是南通市，全称南通市，简称南通。崇川区全称崇川区，简称崇川,江苏,南通市,南通,崇川区,崇川,江苏拼音jiangsu，南通市拼音nantongshi，南通拼音nantong，崇川区拼音chongchuanqu，崇川拼音chongchuan,jiangsu,nantongshi,nantong,chongchuanqu,chongchuan,江苏省,江苏,南通市,南通,nantongshi,Nantong,Jiangsu
jiangsu,jiangsu,dazhong neighborhood,"jiangsu指江苏。dazhong neighborhood指江苏南通的大中街道，所属地级行政是南通市，全称南通市，简称南通。大中街道, 简称大中，填充到区。",江苏,南通市,南通,大中街道,大中,江苏拼音jiangs u，南通市拼音nantongshi，南通拼音nantong，大中街道拼音dazhongjiedao，大中拼音dazhong,jiangs u,nantongshi,nantong,dazhongjiedao,dazhong,江苏省,江苏,南通市,南通,nantongshi,Nantong,Jiangsu
jiangsu,jiangsu,nantong,jiangsu指江苏。nantong指江苏的南通市，南通市是地级行政区，全称南通市，简称南通。输入没有提供地区名，填充为null,江苏,南通市,南通,null,null,江苏拼音jiangs u，南通市拼音nantongshi，南通拼音nantong，null非中文返回null，null非中文返回null,jiangs u,nantongshi,nantong,null,null,江苏省,江苏,南通市,南通,nantongshi,Nantong,Jiangsu
jiangsu,jiangsu,rugao,jiangsu指江苏。rugao指江苏的如皋市，如皋市是县级市，所属地级行政区是南通市，全称南通市，简称南通。如皋市全称如皋市，简称如皋，填充到区。,江苏,南通市,南通,如皋市,如皋,江苏拼音jiangs u，南通市拼音nantongshi，南通拼音nantong，如皋市拼音rugaoshi，如皋拼音rugao,jiangs u,nantongshi,nantong,rugaoshi,rugao,江苏省,江苏,南通市,南通,nantongshi,Nantong,Jiangsu
zhejiang,zhejiang,yinzhou district,zhejiang指浙江。yinzhou district指浙江宁波的鄞州区，所属地级行政是宁波市，全称宁波市，简称宁波。鄞州区全称鄞州区，简称鄞州,浙江,宁波市,宁波,鄞州区,鄞州,浙江拼音zhejiang，宁波市拼音ningboshi，宁波拼音ningbo，鄞州区拼音yinzhouqu，鄞州拼音yinzhou,zhejiang,ningboshi,ningbo,yinzhouqu,yinzhou,浙江省,浙江,宁波市,宁波,ningboshi,Ningbo,Zhejiang
zhejiang,zhejiang,yuyao,zhejiang指浙江。yuyao指浙江宁波的余姚市，余姚市是县级市，所属地级行政区是宁波市，全称宁波市，简称宁波。余姚市全称余姚市，简称余姚，填充到区,浙江,宁波市,宁波,余姚市,余姚,浙江拼音zhejiang，宁波市拼音ningboshi，宁波拼音ningbo，余姚市拼音yuyaoshi，余姚拼音yuyao,zhejiang,ningboshi,ningbo,yuyaoshi,yuyao,浙江省,浙江,宁波市,宁波,ningboshi,Ningbo,Zhejiang
henan,henan,pingdingshan,henan指河南。pingdingshan指河南的平顶山市，平顶山市是地级行政区，全称平顶山市，简称平顶山。输入没有提供地区名，填充为null。,河南,平顶山市,平顶山,null,null,河南拼音henan，平顶山市拼音pingdingshanshi，平顶山拼音pingdingshan，null非中文返回null，null非中文返回null,henan,pingdingshanshi,pingdingshan,null,null,河南省,河南,平顶山市,平顶山,pingdingshanshi,Pingdingshan,Henan
jiangxi,jiangxi,luxi county,jiangxi指江西。luxi county指江西的芦溪县，芦溪县是县级行政区，所属地级行政区是萍乡市，全称萍乡市，简称萍乡。芦溪县全称芦溪县，简称芦溪，填充到区,江西,萍乡市,萍乡,芦溪县,芦溪,江西拼音jiangxi，萍乡市拼音pingxiangshi，萍乡拼音pingxiang，芦溪县拼音luxixian，芦溪拼音luxi,jiangxi,pingxiangshi,pingxiang,luxixian,luxi,江西省,江西,萍乡市,萍乡,pingxiangshi,Pingxiang,Jiangxi
yunnan,yunnan,pu er city,yunnan指云南。pu er city指云南的普洱市，普洱市是地级行政区，全称普洱市，简称普洱。输入没有提供地区名，填充为null,云南,普洱市,普洱,null,null,云南拼音yunnan，普洱市拼音puer shi，普洱拼音puer，null非中文返回null，null非中文返回null,yunnan,puer shi,puer,null,null,云南省,云南,普洱市,普洱,puershi,Puer,Yunnan
yunnan,yunnan,pu er city,yunnan指云南。pu er city指云南的普洱市，普洱市是地级行政区，全称普洱市，简称普洱。输入没有提供地区名，填充为null,云南,普洱市,普洱,null,null,云南拼音yunnan，普洱市拼音puer shi，普洱拼音puer，null非中文返回null，null非中文返回null,yunnan,puer shi,puer,null,null,云南省,云南,普洱市,普洱,puershi,Pu'er,Yunnan
guizhou,guizhou,qianxinan buyei and miao autonomous pref,guizhou指贵州。qianxinan buyei and miao autonomous pref指贵州的黔西南布依族苗族自治州，全称黔西南布依族苗族自治州，简称黔西南。输入没有提供地区名，填充为null。,贵州,黔西南布依族苗族自治州,黔西南,null,null,贵州拼音guizhou，黔西南布依族苗族自治州拼音qianxinanbuyizumiaozuzizhizhou，黔西南拼音qianxinan，null非中文返回null，null非中文返回null,guizhou,qianxinanbuyizumiaozuzizhizhou,qianxinan,null,null,贵州省,贵州,黔西南布依族苗族自治州,黔西南,qianxinanbuyizumiaozuzizhizhou,Qianxinan,Guizhou
shandong,shandong,shinan district,shandong指山东。shinan district指山东青岛的市南区，所属地级行政是青岛市，全称青岛市，简称青岛。市南区全称市南区，简称市南,山东,青岛市,青岛,市南区,市南,山东拼音shandong，青岛市拼音qingdaoshi，青岛拼音qingdao，市南区拼音shinanchuanqu，市南拼音shinan,shandong,qingdaoshi,qingdao,shinanchuanqu,shinan,山东省,山东,青岛市,青岛,qingdaoshi,Qingdao,Shandong
heilongjiang,heilongjiang,qike town,"heilongjiang指黑龙江。qike town指黑龙江齐齐哈尔的克山镇，所属地级行政是齐齐哈尔市，全称齐齐哈尔市，简称齐齐哈尔。克山镇, 简称克山，填充到区。",黑龙江,齐齐哈尔市,齐齐哈尔,克山镇,克山,黑龙江拼音heilongjiang，齐齐哈尔市拼音qiqiharshi，齐齐哈尔拼音qiqihar，克山镇拼音keshanzhen，克山拼音keshan,heilongjiang,qiqiharshi,qiqihar,keshanzhen,keshan,黑龙江省,黑龙江,齐齐哈尔市,齐齐哈尔,qiqihaershi,Qiqihar,Heilongjiang
fujian,fujian,tancheng neighborhood,fujian指福建。tancheng neighborhood指福建泉州的台商投资区，所属地级行政是泉州市，全称泉州市，简称泉州。台商投资区全称泉州台商投资区，简称台商区,福建,泉州市,泉州,泉州台商投资区,台商区,福建拼音fujian，泉州市拼音quanzhoushi，泉州拼音quanzhou，泉州台商投资区拼音quanzhoutaishangtouziqu，台商区拼音taishangqu,fujian,quanzhoushi,quanzhou,quanzhoutaishangtouziqu,taishangqu,福建省,福建,泉州市,泉州,quanzhoushi,Quanzhou,Fujian
fujian,fujian,jingcheng neighborhood,fujian指福建。jingcheng neighborhood指福建泉州的晋江市的锦城小区，所属地级行政是泉州市，全称泉州市，简称泉州。晋江市的全称是晋江市，简称晋江，填充到区,福建,泉州市,泉州,晋江市,晋江,福建拼音fujian，泉州市拼音quanzhoushi，泉州拼音quanzhou，晋江市拼音jinjiangshi，晋江拼音jinjiang,fujian,quanzhoushi,quanzhou,jinjiangshi,jinjiang,福建省,福建,泉州市,泉州,quanzhoushi,Quanzhou,Fujian
yunnan,yunnan,fuyuan,yunnan指云南。fuyuan指云南曲靖的富源县，富源县是县级行政区，所属地级行政区是曲靖市，全称曲靖市，简称曲靖。富源县全称富源县，简称富源，填充到区。,云南,曲靖市,曲靖,富源县,富源,云南拼音yunnan，曲靖市拼音qujingshi，曲靖拼音qujing，富源县拼音fuyuanxian，富源拼音fuyuan,yunnan,qujingshi,qujing,fuyuanxian,fuyuan,云南省,云南,曲靖市,曲靖,qujingshi,Qujing,Yunnan
tibet,tibet,gyangzê county,tibet指西藏。gyangzê county指西藏的江孜县，江孜县是县级行政区，所属地级行政区是日喀则市，全称日喀则市，简称日喀则。江孜县的全称是江孜县，简称江孜，填充到区。,西藏,日喀则市,日喀则,江孜县,江孜,西藏拼音xizang，日喀则市拼音rikazeshi，日喀则拼音rikaze，江孜县拼音jiangzixian，江孜拼音jiangzi,xizang,rikazeshi,rikaze,jiangzixian,jiangzi,西藏自治区,西藏,日喀则市,日喀则,rikazeshi,Rikaze,Tibet
fujian,fujian,jianning,fujian指福建。jianning指福建的建宁县，建宁县是县级行政区，所属地级行政区是三明市，全称三明市，简称三明。建宁县全称建宁县，简称建宁,福建,三明市,三明,建宁县,建宁,福建拼音fujian，三明市拼音sanmingshi，三明拼音sanming，建宁县拼音jianningxian，建宁拼音jianning,fujian,sanmingshi,sanming,jianningxian,jianning,福建省,福建,三明市,三明,sanmingshi,Sanming,Fujian
hainan,hainan,tianya district,hainan指海南。tianya district指海南三亚的天涯区，所属地级行政是三亚市，全称三亚市，简称三亚。天涯区全称天涯区，简称天涯,海南,三亚市,三亚,天涯区,天涯,海南拼音hainan，三亚市拼音sanyashi，三亚拼音sanya，天涯区拼音tianyiqu，天涯拼音tianyia,hainan,sanyashi,sanya,tianyiqu,tianyia,海南省,海南,三亚市,三亚,sanyashi,Sanya,Hainan
shanghai,shanghai,minhang district,shanghai指上海。minhang district指上海的闵行区，全称闵行区，简称闵行,上海,上海市,上海,闵行区,闵行,上海拼音shanghai，上海市拼音shanghaishi，上海拼音shanghai，闵行区拼音minhangqu，闵行拼音minhang,shanghai,shanghaishi,shanghai,minhangqu,minhang,上海市,上海,上海市,上海,shanghaishi,Shanghai,Shanghai
shanghai,shanghai,changning district,shanghai指上海。changning district指上海的长宁区，长宁区全称长宁区，简称长宁,上海,上海市,上海,长宁区,长宁,上海拼音shanghai，上海市拼音shanghaishi，上海拼音shanghai，长宁区拼音changningqu，长宁拼音changning,shanghai,shanghaishi,shanghai,changningqu,changning,上海市,上海,上海市,上海,shanghaishi,Shanghai,Shanghai
shanghai,shanghai,pudong,shanghai指上海。pudong指上海的浦东新区，浦东新区全称浦东新区，简称浦东,上海,上海市,上海,浦东新区,浦东,上海拼音shanghai，上海市拼音shanghaishi，上海拼音shanghai，浦东新区拼音pudongxinqu，浦东拼音pudong,shanghai,shanghaishi,shanghai,pudongxinqu,pudong,上海市,上海,上海市,上海,shanghaishi,Shanghai,Shanghai
shanghai,shanghai,baoshan district,shanghai指上海。baoshan district指上海的宝山区，全称宝山区，简称宝山,上海,上海市,上海,宝山区,宝山,上海拼音shanghai，上海市拼音shanghaishi，上海拼音shanghai，宝山区拼音baoshanqu，宝山拼音baoshan,shanghai,shanghaishi,shanghai,baoshanqu,baoshan,上海市,上海,上海市,上海,shanghaishi,Shanghai,Shanghai
shanghai,shanghai,fengxian district,shanghai指上海。fengxian district指上海的奉贤区，所属地级行政是上海市，全称上海市，简称上海。奉贤区全称奉贤区，简称奉贤,上海,上海市,上海,奉贤区,奉贤,上海拼音shanghai，上海市拼音shanghaishi，上海拼音shanghai，奉贤区拼音fengxianqu，奉贤拼音fengxian,shanghai,shanghaishi,shanghai,fengxianqu,fengxian,上海市,上海,上海市,上海,shanghaishi,Shanghai,Shanghai
shanxi,shaanxi,luonan,shaanxi指陕西。luonan指陕西的洛南县，洛南县是县级行政区，所属地级行政区是商洛市，全称商洛市，简称商洛。洛南县的全称是洛南县，简称洛南，填充到区。,陕西,商洛市,商洛,洛南县,洛南,陕西拼音shanxi，商洛市拼音shangluoshi，商洛拼音shangluo，洛南县拼音luonanxian，洛南拼音luonan,shanxi,shangluoshi,shangluo,luonanxian,luonan,陕西省,陕西,商洛市,商洛,shangluoshi,Shangluo,Shaanxi
guangdong,guangdong,wukan,guangdong指广东。wukan指广东的陆丰市乌坎村，所属地级行政区是汕尾市，全称汕尾市，简称汕尾。乌坎村位于陆丰市东海镇，陆丰市全称陆丰市，简称陆丰，填充到区。,广东,汕尾市,汕尾,陆丰市,陆丰,广东拼音guangdong，汕尾市拼音shanweishi，汕尾拼音shanwei，陆丰市拼音lufengshi，陆丰拼音lufeng,guangdong,shanweishi,shanwei,lufengshi,lufeng,广东省,广东,汕尾市,汕尾,shanweishi,Shanwei,Guangdong
zhejiang,zhejiang,yuecheng district,zhejiang指浙江。yuecheng district指浙江绍兴的越城区，所属地级行政是绍兴市，全称绍兴市，简称绍兴。越城区全称越城区，简称越城,浙江,绍兴市,绍兴,越城区,越城,浙江拼音zhejiang，绍兴市拼音shaoxingshi，绍兴拼音shaoxing，越城区拼音yuechengqu，越城拼音yuecheng,zhejiang,shaoxingshi,shaoxing,yuechengqu,yuecheng,浙江省,浙江,绍兴市,绍兴,shaoxingshi,Shaoxing,Zhejiang
zhejiang,zhejiang,shangyu district,zhejiang指浙江。shangyu district指浙江绍兴的上虞区，所属地级行政是绍兴市，全称绍兴市，简称绍兴。上虞区全称上虞区，简称上虞,浙江,绍兴市,绍兴,上虞区,上虞,浙江拼音zhejiang，绍兴市拼音shaoxingshi，绍兴拼音shaoxing，上虞区拼音shangyuqu，上虞拼音shangyu,zhejiang,shaoxingshi,shaoxing,shangyuqu,shangyu,浙江省,浙江,绍兴市,绍兴,shaoxingshi,Shaoxing,Zhejiang
liaoning,liaoning,shenyang,liaoning指辽宁。shenyang指辽宁的沈阳市，沈阳市是地级行政区，全称沈阳市，简称沈阳。输入没有提供地区名，填充为null。,辽宁,沈阳市,沈阳,null,null,辽宁拼音liaoning，沈阳市拼音shenyangshi，沈阳拼音shenyang，null非中文返回null，null非中文返回null,liaoning,shenyangshi,shenyang,null,null,辽宁省,辽宁,沈阳市,沈阳,shenyangshi,Shenyang,Liaoning
liaoning,liaoning,heping district,liaoning指辽宁。heping district指辽宁沈阳的和平区，所属地级行政是沈阳市，全称沈阳市，简称沈阳。和平区全称和平区，简称和平,辽宁,沈阳市,沈阳,和平区,和平,辽宁拼音liaoning，沈阳市拼音shenyangshi，沈阳拼音shenyang，和平区拼音hepingqu，和平拼音heping,liaoning,shenyangshi,shenyang,hepingqu,heping,辽宁省,辽宁,沈阳市,沈阳,shenyangshi,Shenyang,Liaoning
guangdong,guangdong,longgang,guangdong指广东。longgang指广东深圳市的龙岗区，所属地级行政区是深圳市，全称深圳市，简称深圳。龙岗区的全称是龙岗区，简称龙岗,广东,深圳市,深圳,龙岗区,龙岗,广东拼音guangdong，深圳市拼音shenzhenshi，深圳拼音shenzhen，龙岗区拼音longgangqu，龙岗拼音longgang,guangdong,shenzhenshi,shenzhen,longgangqu,longgang,广东省,广东,深圳市,深圳,shenzhenshi,Shenzhen,Guangdong
guangdong,guangdong,guangming district,guangdong指广东。guangming district指广东深圳的光明区，所属地级行政是深圳市，全称深圳市，简称深圳。光明区全称光明区，简称光明,广东,深圳市,深圳,光明区,光明,广东拼音guangdong，深圳市拼音shenzhenshi，深圳拼音shenzhen，光明区拼音guangmingqu，光明拼音guangming,guangdong,shenzhenshi,shenzhen,guangmingqu,guangming,广东省,广东,深圳市,深圳,shenzhenshi,Shenzhen,Guangdong
guangdong,guangdong,nanshan district,guangdong指广东。nanshan district指广东深圳的南山区，所属地级行政是深圳市，全称深圳市，简称深圳。南山区全称南山区，简称南山,广东,深圳市,深圳,南山区,南山,广东拼音guangdong，深圳市拼音shenzhenshi，深圳拼音shenzhen，南山区拼音nanshanqu，南山拼音nanshan,guangdong,shenzhenshi,shenzhen,nanshanqu,nanshan,广东省,广东,深圳市,深圳,shenzhenshi,Shenzhen,Guangdong
guangdong,guangdong,shenzhen,guangdong指广东。shenzhen指广东的深圳市，全称深圳市，简称深圳。输入没有提供地区名，填充为null。,广东,深圳市,深圳,null,null,广东拼音guangdong，深圳市拼音shenzhenshi，深圳拼音shenzhen，null非中文返回null，null非中文返回null,guangdong,shenzhenshi,shenzhen,null,null,广东省,广东,深圳市,深圳,shenzhenshi,Shenzhen,Guangdong
guangdong,guangdong,baoan district,guangdong指广东。baoan district指广东深圳的宝安区，所属地级行政是深圳市，全称深圳市，简称深圳。宝安区全称宝安区，简称宝安,广东,深圳市,深圳,宝安区,宝安,广东拼音guangdong，深圳市拼音shenzhenshi，深圳拼音shenzhen，宝安区拼音baoanqu，宝安拼音baoan,guangdong,shenzhenshi,shenzhen,baoanqu,baoan,广东省,广东,深圳市,深圳,shenzhenshi,Shenzhen,Guangdong
guangdong,guangdong,yantian district,guangdong指广东。yantian district指广东深圳的盐田区，所属地级行政是深圳市，全称深圳市，简称深圳。盐田区全称盐田区，简称盐田,广东,深圳市,深圳,盐田区,盐田,广东拼音guangdong，深圳市拼音shenzhenshi，深圳拼音shenzhen，盐田区拼音yantianqu，盐田拼音yantian,guangdong,shenzhenshi,shenzhen,yantianqu,yantian,广东省,广东,深圳市,深圳,shenzhenshi,Shenzhen,Guangdong
guangdong,guangdong,longhua district,guangdong指广东。longhua district指广东深圳的龙华区，所属地级行政是深圳市，全称深圳市，简称深圳。龙华区全称龙华区，简称龙华,广东,深圳市,深圳,龙华区,龙华,广东拼音guangdong，深圳市拼音shenzhenshi，深圳拼音shenzhen，龙华区拼音longhuaqu，龙华拼音longhua,guangdong,shenzhenshi,shenzhen,longhuaqu,longhua,广东省,广东,深圳市,深圳,shenzhenshi,Shenzhen,Guangdong
hebei,hebei,gaoyi county,hebei指河北。gaoyi county指河北的高邑县，高邑县是县级行政区，所属地级行政区是石家庄市，全称石家庄市，简称石家庄。高邑县全称高邑县，简称高邑,河北,石家庄市,石家庄,高邑县,高邑,河北拼音hebei，石家庄市拼音shijiazhuangshi，石家庄拼音shijiazhuang，高邑县拼音gaoyixian，高邑拼音gaoyi,hebei,shijiazhuangshi,shijiazhuang,gaoyixian,gaoyi,河北省,河北,石家庄市,石家庄,shijiazhuangshi,Shijiazhuang,Hebei
jilin,jilin,ningjiang district,jilin指吉林。ningjiang district指吉林松原的宁江区，所属地级行政是松原市，全称松原市，简称松原。宁江区全称宁江区，简称宁江,吉林,松原市,松原,宁江区,宁江,吉林拼音jilin，松原市拼音songyuanshi，松原拼音songyuan，宁江区拼音ningjiangqu，宁江拼音ningjiang,jilin,songyuanshi,songyuan,ningjiangqu,ningjiang,吉林省,吉林,松原市,松原,songyuanshi,Songyuan,Jilin
jiangsu,jiangsu,gusu district,jiangsu指江苏。gusu district指江苏苏州的姑苏区，所属地级行政是苏州市，全称苏州市，简称苏州。姑苏区全称姑苏区，简称姑苏,江苏,苏州市,苏州,姑苏区,姑苏,江苏拼音jiangsu，苏州市拼音suzhoushi，苏州拼音suzhou，姑苏区拼音gusuqu，姑苏拼音gusu,jiangsu,suzhoushi,suzhou,gusuqu,gusu,安徽省,安徽,宿州市,宿州,suzhoushi,Suzhou,Anhui
jiangsu,jiangsu,wujiang district,jiangsu指江苏。wujiang district指江苏苏州的吴江区，所属地级行政是苏州市，全称苏州市，简称苏州。吴江区全称吴江区，简称吴江,江苏,苏州市,苏州,吴江区,吴江,江苏拼音jiangs u，苏州市拼音suzhoushi，苏州拼音suzhou，吴江区拼音wujiangqu，吴江拼音wujiang,jiangs u,suzhoushi,suzhou,wujiangqu,wujiang,安徽省,安徽,宿州市,宿州,suzhoushi,Suzhou,Anhui
jiangsu,jiangsu,suzhou,jiangsu指江苏。suzhou指江苏的苏州市，全称苏州市，简称苏州。输入没有提供地区名，填充为null。,江苏,苏州市,苏州,null,null,江苏拼音jiangsu，苏州市拼音suzhoushi，苏州拼音suzhou，null非中文返回null，null非中文返回null,jiangsu,suzhoushi,suzhou,null,null,安徽省,安徽,宿州市,宿州,suzhoushi,Suzhou,Anhui
jiangsū,jiangsu,changshu,jiangsu指江苏。changshu指江苏的常熟市，常熟市是县级市，所属地级行政区是苏州市，全称苏州市，简称苏州。常熟市的全称是常熟市，简称常熟，填充到区。,江苏,苏州市,苏州,常熟市,常熟,江苏拼音jiangsū，苏州市拼音suzhoushi，苏州拼音suzhou，常熟市拼音changshushi，常熟拼音changshu,jiangsū,suzhoushi,suzhou,changshushi,changshu,安徽省,安徽,宿州市,宿州,suzhoushi,Suzhou,Anhui
anhui,anhui,dangshan county,anhui指安徽。dangshan county指安徽的砀山县，砀山县是县级行政区，所属地级行政区是宿州市，全称宿州市，简称宿州。砀山县的全称是砀山县，简称砀山，填充到区。,安徽,宿州市,宿州,砀山县,砀山,安徽拼音anhui，宿州市拼音suzhoushi，宿州拼音suzhou，砀山县拼音dangshan xian，砀山拼音dangshan,anhui,suzhoushi,suzhou,dangshan xian,dangshan,安徽省,安徽,宿州市,宿州,suzhoushi,Suzhou,Anhui
jiangsu,jiangsu,gusu district,jiangsu指江苏。gusu district指江苏苏州的姑苏区，所属地级行政是苏州市，全称苏州市，简称苏州。姑苏区全称姑苏区，简称姑苏,江苏,苏州市,苏州,姑苏区,姑苏,江苏拼音jiangsu，苏州市拼音suzhoushi，苏州拼音suzhou，姑苏区拼音gusuqu，姑苏拼音gusu,jiangsu,suzhoushi,suzhou,gusuqu,gusu,江苏省,江苏,苏州市,苏州,suzhoushi,Suzhou,Jiangsu
jiangsu,jiangsu,wujiang district,jiangsu指江苏。wujiang district指江苏苏州的吴江区，所属地级行政是苏州市，全称苏州市，简称苏州。吴江区全称吴江区，简称吴江,江苏,苏州市,苏州,吴江区,吴江,江苏拼音jiangs u，苏州市拼音suzhoushi，苏州拼音suzhou，吴江区拼音wujiangqu，吴江拼音wujiang,jiangs u,suzhoushi,suzhou,wujiangqu,wujiang,江苏省,江苏,苏州市,苏州,suzhoushi,Suzhou,Jiangsu
jiangsu,jiangsu,suzhou,jiangsu指江苏。suzhou指江苏的苏州市，全称苏州市，简称苏州。输入没有提供地区名，填充为null。,江苏,苏州市,苏州,null,null,江苏拼音jiangsu，苏州市拼音suzhoushi，苏州拼音suzhou，null非中文返回null，null非中文返回null,jiangsu,suzhoushi,suzhou,null,null,江苏省,江苏,苏州市,苏州,suzhoushi,Suzhou,Jiangsu
jiangsū,jiangsu,changshu,jiangsu指江苏。changshu指江苏的常熟市，常熟市是县级市，所属地级行政区是苏州市，全称苏州市，简称苏州。常熟市的全称是常熟市，简称常熟，填充到区。,江苏,苏州市,苏州,常熟市,常熟,江苏拼音jiangsū，苏州市拼音suzhoushi，苏州拼音suzhou，常熟市拼音changshushi，常熟拼音changshu,jiangsū,suzhoushi,suzhou,changshushi,changshu,江苏省,江苏,苏州市,苏州,suzhoushi,Suzhou,Jiangsu
anhui,anhui,dangshan county,anhui指安徽。dangshan county指安徽的砀山县，砀山县是县级行政区，所属地级行政区是宿州市，全称宿州市，简称宿州。砀山县的全称是砀山县，简称砀山，填充到区。,安徽,宿州市,宿州,砀山县,砀山,安徽拼音anhui，宿州市拼音suzhoushi，宿州拼音suzhou，砀山县拼音dangshan xian，砀山拼音dangshan,anhui,suzhoushi,suzhou,dangshan xian,dangshan,江苏省,江苏,苏州市,苏州,suzhoushi,Suzhou,Jiangsu
shanxi,shanxi,taiyuan,shanxi指山西。taiyuan指山西的太原市，全称太原市，简称太原。,山西,太原市,太原,null,null,山西拼音shanxi，太原市拼音taiyuanshi，太原拼音taiyuan，null非中文返回null，null非中文返回null,shanxi,taiyuanshi,taiyuan,null,null,山西省,山西,太原市,太原,taiyuanshi,Taiyuan,Shanxi
shanxi,shanxi,xiaodian district,shanxi指山西。xiaodian district指山西太原的小店区，所属地级行政是太原市，全称太原市，简称太原。小店区全称小店区，简称小店,山西,太原市,太原,小店区,小店,山西拼音shanxi，太原市拼音taiyuanshi，太原拼音taiyuan，小店区拼音xiaodianqu，小店拼音xiaodian,shanxi,taiyuanshi,taiyuan,xiaodianqu,xiaodian,山西省,山西,太原市,太原,taiyuanshi,Taiyuan,Shanxi
shanxi,shanxi,wanbailin district,shanxi指山西。wanbailin district指山西的万柏林区，所属地级行政是太原市，全称太原市，简称太原。万柏林区全称万柏林区，简称万柏林,山西,太原市,太原,万柏林区,万柏林,山西拼音shanxi，太原市拼音taiyuanshi，太原拼音taiyuan，万柏林区拼音wanbailinqu，万柏林拼音wanbailin,shanxi,taiyuanshi,taiyuan,wanbailinqu,wanbailin,山西省,山西,太原市,太原,taiyuanshi,Taiyuan,Shanxi
