province_clean,zstate1,zcity3,推理,省,市全称,市简称,区全称,区简称,翻译过程,province,city,cityshort,town,townshort,provinceshortname,provincename,cityname,cityshortname,citypinyin,cityshortpinyin,provincepinyin
qinghai,qinghai,huangnan tibetan autonomous prefecture,qinghai指青海，无需修改。huangnan tibetan autonomous prefecture是青海的黄南藏族自治州，是地级行政区，全称黄南藏族自治州，简称黄南。输入没有提供地区名，填充为null。,青海,黄南藏族自治州,黄南,null,null,,qinghai,huangnanzangzuzizhizhou,huangnan,null,null,青海省,青海,黄南藏族自治州,黄南,huangnancangzuzizhizhou,Huangnan,Qinghai
anhui,anhui,she county,anhui指安徽，无需修改。she county指安徽黄山的歙县，所属地级行政区是黄山市，全称黄山市，简称黄山。歙县全称歙县，简称歙,安徽,黄山市,黄山,歙县,歙,,anhui,huangshan shi,huangshan,shexian,she,安徽省,安徽,黄山市,黄山,huangshanshi,Huangshan,Anhui
inner mongolia,inner mongolia,togtoh,inner mongolia指内蒙古自治区，全称内蒙古自治区，简称内蒙古。togtoh指内蒙古的托克托县，所属地级行政区是呼和浩特市，全称呼和浩特市，简称呼市。托克托县全称托克托县，简称托县,内蒙古自治区,呼和浩特市,呼市,托克托县,托县,,neimenggu zizhiqu,huhehaoteshi,hushi,tuoketuoxian,tuoxian,内蒙古自治区,内蒙古,呼和浩特市,呼和浩特,huhehaoteshi,Hohhot,Inner Mongolia
inner mongolia,inner mongolia,tumd zuoqi,inner mongolia指内蒙古自治区，无需修改。tumd zuoqi指内蒙古自治区的土默特左旗，土默特左旗是县级行政区，所属地级行政区是呼和浩特市，全称呼和浩特市，简称呼和浩特。土默特左旗全称土默特左旗，简称土左旗,内蒙古自治区,呼和浩特市,呼和浩特,土默特左旗,土左旗,,neimengguzizhiqu,huhehaoteshi,huhehaote,tumotezuoqi,tu zuoqi,内蒙古自治区,内蒙古,呼和浩特市,呼和浩特,huhehaoteshi,Hohhot,Inner Mongolia
inner mongolia,inner mongolia,horinger,inner mongolia指内蒙古自治区，全称内蒙古自治区，简称内蒙古。horinger指内蒙古自治区呼和浩特市的和林格尔县，所属地级行政是呼和浩特市，全称呼和浩特市，简称呼和浩特。和林格尔县全称和林格尔县，简称和林。,内蒙古自治区,呼和浩特市,呼和浩特,和林格尔县,和林,,neimengguzizhiqu,huhehaoteshi,huhehaote,helingeerxian,helin,内蒙古自治区,内蒙古,呼和浩特市,呼和浩特,huhehaoteshi,Hohhot,Inner Mongolia
inner mongolia,inner mongolia,xincheng district,inner mongolia指内蒙古自治区，全称内蒙古自治区，简称内蒙古。xincheng district指内蒙古自治区呼和浩特市的新城区，所属地级行政区是呼和浩特市，全称呼和浩特市，简称呼和浩特。新城区全称新城区，简称新城,内蒙古自治区,呼和浩特市,呼和浩特,新城区,新城,,neimengguzizhiqu,huhehaoteshi,huhehaote,xinchengqu,xincheng,内蒙古自治区,内蒙古,呼和浩特市,呼和浩特,huhehaoteshi,Hohhot,Inner Mongolia
inner mongolia,inner mongolia,ewenkizu zizhiqi,inner mongolia应改为neimenggu zizhiqu指内蒙古自治区，无需修改。ewenkizu zizhiqi指内蒙古鄂温克族自治旗，所属地级行政是呼伦贝尔市，全称呼伦贝尔市，简称呼伦贝尔。鄂温克族自治旗全称鄂温克族自治旗，简称鄂温克旗,内蒙古自治区,呼伦贝尔市,呼伦贝尔,鄂温克族自治旗,鄂温克旗,,neimengguzizhiqu,hulunbeiershi,hulunbeier,ewenkekuzuizhizhiqi,ewenkqi,内蒙古自治区,内蒙古,呼伦贝尔市,呼伦贝尔,hulunbeiershi,Hulunbuir,Inner Mongolia
inner mongolia,inner mongolia,oroqen zizhiqi,inner mongolia指内蒙古自治区，全称内蒙古自治区，简称内蒙古。oroqen zizhiqi指内蒙古的鄂伦春自治旗，鄂伦春自治旗是县级行政区，所属地级行政区是呼伦贝尔市，呼伦贝尔市全称呼伦贝尔市，简称呼伦贝尔。鄂伦春自治旗全称鄂伦春自治旗，简称鄂伦春旗,内蒙古,呼伦贝尔市,呼伦贝尔,鄂伦春自治旗,鄂伦春旗,,neimenggu,hulunbeiershi,hulunbeier,elunchun zizhiqi,elunchunqi,内蒙古自治区,内蒙古,呼伦贝尔市,呼伦贝尔,hulunbeiershi,Hulunbuir,Inner Mongolia
inner mongolia,inner mongolia,ergun city,inner mongolia指内蒙古自治区，无需修改。ergun city指内蒙古自治区呼伦贝尔市的额尔古纳市，所属地级行政区是呼伦贝尔市，全称呼伦贝尔市，简称呼伦贝尔。额尔古纳市全称额尔古纳市，简称额尔古纳,内蒙古自治区,呼伦贝尔市,呼伦贝尔,额尔古纳市,额尔古纳,,nei meng gu zi zhi qu,hu lun bei er shi,hu lun bei er,e er gu na shi,e er gu na,内蒙古自治区,内蒙古,呼伦贝尔市,呼伦贝尔,hulunbeiershi,Hulunbuir,Inner Mongolia
jiangxi,jiangxi,lianxi district,jiangxi指江西，符合格式无需修改。lianxi district在江西指吉安市的莲溪区，所属地级行政区是吉安市，全称吉安市，简称吉安。莲溪区全称莲溪区，简称莲溪。,江西,吉安市,吉安,莲溪区,莲溪,江西拼音jiangxi，吉安市拼音jian shi，吉安拼音jian，莲溪区拼音lianxiqu，莲溪拼音lianxi,jiangxi,jian shi,jian,lianxiqu,lianxi,江西省,江西,吉安市,吉安,jianshi,jian,Jiangxi
jiangxi,jiangxi,jinggangshan city,jiangxi指江西，无需修改。jinggangshan city指江西的井冈山市，井冈山市是县级市，所属地级行政区是吉安市，全称吉安市，简称吉安。井冈山市全称井冈山市，简称井冈山，填充到区。,江西,吉安市,吉安,井冈山市,井冈山,,jiangxi,jiananshi,jian,jinggangshanshi,jinggangshan,江西省,江西,吉安市,吉安,jianshi,jian,Jiangxi
jiangxi,jiangxi,lianxi district,jiangxi指江西，符合格式无需修改。lianxi district在江西指吉安市的莲溪区，所属地级行政区是吉安市，全称吉安市，简称吉安。莲溪区全称莲溪区，简称莲溪。,江西,吉安市,吉安,莲溪区,莲溪,江西拼音jiangxi，吉安市拼音jian shi，吉安拼音jian，莲溪区拼音lianxiqu，莲溪拼音lianxi,jiangxi,jian shi,jian,lianxiqu,lianxi,江西省,江西,吉安市,吉安,jianshi,Ji'an,Jiangxi
henan,henan,wen county,henan指河南，无需修改。wen county指河南的温县，所属地级行政是焦作市，全称焦作市，简称焦作。温县全称温县，简称温,河南,焦作市,焦作,温县,温,,henan,jiaozuoshi,jiaozuo,wenxian,wen,河南省,河南,焦作市,焦作,jiaozuoshi,Jiaozuo,Henan
zhejiang,zhejiang,puyuan town,zhejiang指浙江省，全称浙江省，简称浙江。puyuan town指浙江嘉兴市的濮院镇，所属地级行政是嘉兴市，全称嘉兴市，简称嘉兴。濮院镇全称濮院镇，处理后填充到区为濮院，简称濮院,浙江,嘉兴市,嘉兴,濮院镇,濮院,,zhejiang,jiaxingshi,jiaxing,puyuanzhen,puyuan,浙江省,浙江,嘉兴市,嘉兴,jiaxingshi,Jiaxing,Zhejiang
jiangsu,jiangsu,jiashan county,jiangsu指江苏，符合格式无需修改。jiashan county指江苏省嘉兴市的嘉善县，所属地级行政区是嘉兴市，全称嘉兴市，简称嘉兴。嘉善县全称嘉善县，简称嘉善,江苏,嘉兴市,嘉兴,嘉善县,嘉善,,jiangsu,jiaxingshi,jiaxing,jiashanxian,jiashan,浙江省,浙江,嘉兴市,嘉兴,jiaxingshi,Jiaxing,Zhejiang
guangdong,guangdong,hepo town,guangdong指广东，无需修改。hepo town指广东揭阳市的河婆街道，所属地级行政是揭阳市，全称揭阳市，简称揭阳。河婆街道所在的揭西县，全称揭西县，简称揭西，填充到区。,广东,揭阳市,揭阳,揭西县,揭西,,guangdong,jieyangshi,jieyang,jiexixian,jiexi,广东省,广东,揭阳市,揭阳,jieyangshi,Jieyang,Guangdong
shandong,shandong,lixia district,shandong指山东，无需修改。lixia district指山东济南市的历下区，所属地级行政区是济南市，全称济南市，简称济南。历下区全称历下区，简称历下,山东,济南市,济南,历下区,历下,,shandong,jinanshi,jinan,lixiaqu,lixia,山东省,山东,济南市,济南,jinanshi,Jinan,Shandong
hubei,hubei,gongan county,hubei指湖北，无需修改。gongan county指湖北荆州的公安县，所属地级行政是荆州市，全称荆州市，简称荆州。公安县全称公安县，简称公安,湖北,荆州市,荆州,公安县,公安,湖北拼音hubei，荆州市拼音jingzhoushi，荆州拼音jingzhou，公安县拼音gong'anxian，公安拼音gong'an,hubei,jingzhoushi,jingzhou,gong'anxian,gong'an,湖北省,湖北,荆州市,荆州,jingzhoushi,Jingzhou,Hubei
zhejiang,zhejiang,suoqian town,zhejiang指浙江，无需修改。suoqian town指浙江金华市的琐园村，所属地级行政是金华市，全称金华市，简称金华。琐园村所在区为金东区，全称金东区，简称金东,浙江,金华市,金华,金东区,金东,,zhejiang,jinhuaishi,jinhua,jindongqu,jindong,浙江省,浙江,金华市,金华,jinhuashi,Jinhua,Zhejiang
shanxi,shanxi,qi county,shanxi指山西，无需修改。qi county指山西晋中市的祁县，所属地级行政是晋中市，全称晋中市，简称晋中。祁县全称祁县，简称祁县,山西,晋中市,晋中,祁县,祁县,,shanxi,jinzhongshi,jinzhong,qixian,qixian,山西省,山西,晋中市,晋中,jinzhongshi,Jinzhong,Shanxi
jiangxi,jiangxi,de an county,jiangxi指江西，无需修改。de an county指江西九江市的德安县，所属地级行政是九江市，全称九江市，简称九江。德安县全称德安县，简称德安，填充到区。,江西,九江市,九江,德安县,德安,江西拼音jiangxi，九江市拼音jiujiangshi，九江拼音jiujiang，德安县拼音deanxian，德安拼音dean,jiangxi,jiujiangshi,jiujiang,deanxian,dean,江西省,江西,九江市,九江,jiujiangshi,Jiujiang,Jiangxi
jiangxi,jiangxi,changjiang district,jiangxi指江西，无需修改。changjiang district指江西九江的浔阳区，全称浔阳区，简称浔阳，所属地级行政是九江市，全称九江市，简称九江。原输入的区名有误，应为浔阳区,江西,九江市,九江,浔阳区,浔阳,,jiangxi,jiujiangshi,jiujiang,xunyangqu,xunyang,江西省,江西,九江市,九江,jiujiangshi,Jiujiang,Jiangxi
henan,henan,shunhe huizu district,henan指河南，无需修改。shunhe huizu district指河南开封的顺河回族区，所属地级行政是开封市，全称开封市，简称开封。顺河回族区全称顺河回族区，简称顺河,河南,开封市,开封,顺河回族区,顺河,,henan,kaifengshi,kaifeng,shunhehuizuqu,shunhe,河南省,河南,开封市,开封,kaifengshi,Kaifeng,Henan
xinjiang,xinjiang uygur,akto county,xinjiang uygur指新疆维吾尔自治区，无需修改。akto county指新疆维吾尔自治区克孜勒苏柯尔克孜自治州的阿克陶县，所属地级行政区是克孜勒苏柯尔克孜自治州，全称克孜勒苏柯尔克孜自治州，简称克州。阿克陶县全称阿克陶县，简称阿克陶,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,克州,阿克陶县,阿克陶,,xin jiang wei wu er zi zhi qu,ke zi le su ke er ke zi zi zhi zhou,ke zhou,a ke tao xian,a ke tao,新疆维吾尔自治区,新疆,克孜勒苏柯尔克孜自治州,克孜勒苏,kezilesukeerkezizizhizhou,Kizilsu,Xinjiang
yunnan,yunnan,guandu district,yunnan指云南，无需修改。guandu district指云南昆明的官渡区，所属地级行政区是昆明市，全称昆明市，简称昆明。官渡区全称官渡区，简称官渡,云南,昆明市,昆明,官渡区,官渡,,yunnan,kunmingshi,kunming,guandouqu,guandou,云南省,云南,昆明市,昆明,kunmingshi,Kunming,Yunnan
yunnan,yunnan,shilin yi autonomous county,yunnan指云南，无需修改。shilin yi autonomous county指云南昆明的石林彝族自治县，所属地级行政区是昆明市，全称昆明市，简称昆明。石林彝族自治县全称石林彝族自治县，简称石林,云南,昆明市,昆明,石林彝族自治县,石林,,yunnan,kunmingshi,kunming,shilin yizu zizhixian,shilin,云南省,云南,昆明市,昆明,kunmingshi,Kunming,Yunnan
guangxi,guangxi zhuang,jinxiu yaozu aut county,guangxi zhuang指广西壮族自治区，全称广西壮族自治区，简称广西。jinxiu yaozu aut county指广西的金秀瑶族自治县，所属地级行政区是来宾市，全称来宾市，简称来宾。金秀瑶族自治县全称金秀瑶族自治县，简称金秀,广西壮族自治区,来宾市,来宾,金秀瑶族自治县,金秀,,guangxizhuangzu zizhiqu,laibinshi,laibin,jinxiu yaozu zizhixian,jinxiu,广西省,广西,来宾市,来宾,laibinshi,Laibin,Guangxi
hebei,hebei,dachang hui autonomous county,hebei指河北，无需修改。dachang hui autonomous county指河北的大厂回族自治县，所属地级行政区是廊坊市，全称廊坊市，简称廊坊。大厂回族自治县全称大厂回族自治县，简称大厂，填充到区。,河北,廊坊市,廊坊,大厂回族自治县,大厂,河北拼音hebei，廊坊市拼音langfangshi，廊坊拼音langfang，大厂回族自治县拼音dachanghuizuzizhixian，大厂拼音dachang,hebei,langfangshi,langfang,dachanghuizuzizhixian,dachang,河北省,河北,廊坊市,廊坊,langfangshi,Langfang,Hebei
hebeisheng,hebei,dacheng county,hebei指河北省，全称河北省，简称河北。dacheng county指河北省廊坊市的大城县，所属地级行政区是廊坊市，全称廊坊市，简称廊坊。大城县全称大城县，简称大城,河北省,廊坊市,廊坊,大城县,大城,,hebei sheng,langfangshi,langfang,dachengxian,dacheng,河北省,河北,廊坊市,廊坊,langfangshi,Langfang,Hebei
hebei,hebei,guangyang district,hebei指河北，无需修改。guangyang district指河北廊坊市的广阳区，廊坊市是地级行政区，全称廊坊市，简称廊坊。广阳区全称广阳区，简称广阳,河北,廊坊市,廊坊,广阳区,广阳,,hebei,langfangshi,langfang,guangyangqu,guangyang,河北省,河北,廊坊市,廊坊,langfangshi,Langfang,Hebei
tibet,tibet,doilungdêqên district,tibet指西藏自治区，全称西藏自治区，简称西藏。doilungdêqên district指西藏自治区拉萨市堆龙德庆区，所属地级行政是拉萨市，全称拉萨市，简称拉萨。堆龙德庆区全称堆龙德庆区，简称堆龙德庆,西藏自治区,拉萨市,拉萨,堆龙德庆区,堆龙德庆,,xizang zizhiqu,lasa shi,lasa,duilongdeqing qu,duilongdeqing,西藏自治区,西藏,拉萨市,拉萨,lasashi,Lhasa,Tibet
tibet,tibet,qüxü county,tibet指西藏，无需修改。qüxü county指西藏的曲水县，曲水县是县级市，所属地级行政区是拉萨市，全称拉萨市，简称拉萨。曲水县全称曲水县，简称曲水，填充到区。,西藏,拉萨市,拉萨,曲水县,曲水,,xizang,lasa shi,lasa,qushuixian,qushui,西藏自治区,西藏,拉萨市,拉萨,lasashi,Lhasa,Tibet
sichuan,sichuan,mabian yi autonomous county,sichuan指四川，无需修改。mabian yi autonomous county指四川乐山的马边彝族自治县，所属地级行政区是乐山市，全称乐山市，简称乐山。马边彝族自治县全称马边彝族自治县，简称马边,四川,乐山市,乐山,马边彝族自治县,马边,四川拼音sichuan，乐山市拼音leshan shi，乐山拼音leshan，马边彝族自治县拼音mabianyizuzizhixian，马边拼音mabian,sichuan,leshan shi,leshan,mabianyizuzizhixian,mabian,四川省,四川,乐山市,乐山,leshanshi,Leshan,Sichuan
sichuan,sichuan,emeishan city,sichuan指四川，无需修改。emeishan city指四川的峨眉山市，峨眉山市是县级市，所属地级行政区是乐山市，全称乐山市，简称乐山。峨眉山市全称峨眉山市，简称峨眉，填充到区。,四川,乐山市,乐山,峨眉山市,峨眉,四川拼音sichuan，乐山市拼音leshan shi，乐山拼音leshan，峨眉山市拼音emeishan shi，峨眉拼音emei,sichuan,leshan shi,leshan,emeishan shi,emei,四川省,四川,乐山市,乐山,leshanshi,Leshan,Sichuan
sichuan,sichuan,ebian yi autonomous county,sichuan指四川，无需修改。ebian yi autonomous county指四川乐山的峨边彝族自治县，峨边彝族自治县是县级市，所属地级行政区是乐山市，全称乐山市，简称乐山。峨边彝族自治县全称峨边彝族自治县，简称峨边，填充到区。,四川,乐山市,乐山,峨边彝族自治县,峨边,,sichuan,leshanshi,leshan,ebianjiaozuzizhixian,ebian,四川省,四川,乐山市,乐山,leshanshi,Leshan,Sichuan
shandong,shandong,donge county,shandong指山东，全称山东省，简称山东。donge county指山东聊城市的东阿县，聊城市全称聊城市，简称聊城。东阿县全称东阿县，简称东阿,山东,聊城市,聊城,东阿县,东阿,,shandong,liaochengshi,liaocheng,dongexian,donge,山东省,山东,聊城市,聊城,liaochengshi,Liaocheng,Shandong
shandong,shandong,dong e county,shandong指山东，无需修改。dong e county指山东的东阿县，所属地级行政区是聊城市，全称聊城市，简称聊城。东阿县全称东阿县，简称东阿，填充到区。,山东,聊城市,聊城,东阿县,东阿,,shan dong,liaochengshi,liaocheng,dong'e xian,dong'e,山东省,山东,聊城市,聊城,liaochengshi,Liaocheng,Shandong
liaoning,liaoning,dengta,liaoning指辽宁，无需修改。dengta指辽宁的灯塔市，灯塔市是县级市，所属地级行政是辽阳市，全称辽阳市，简称辽阳。灯塔市全称灯塔市，简称灯塔,辽宁,辽阳市,辽阳,灯塔市,灯塔,,liaoning,liaoyangshi,liaoyang,dengtaoshi,dengtao,辽宁省,辽宁,辽阳市,辽阳,liaoyangshi,Liaoyang,Liaoning
yunnan,yunnan,yulong naxi autonomous county,yunnan指云南，无需修改。yulong naxi autonomous county指云南丽江市的玉龙纳西族自治县，所属地级行政是丽江市，全称丽江市，简称丽江。玉龙纳西族自治县全称玉龙纳西族自治县，简称玉龙,云南,丽江市,丽江,玉龙纳西族自治县,玉龙,,yunnan,lijiangshi,lijiang,yulongnaxizuzi zhixian,yulong,云南省,云南,丽江市,丽江,lijiangshi,Lijiang,Yunnan
yunnan,yunnan,ninglang yizu aut county,yunnan指云南，无需修改。ninglang yizu aut county指云南的宁蒗彝族自治县，所属地级行政区是丽江市，全称丽江市，简称丽江。宁蒗彝族自治县全称宁蒗彝族自治县，简称宁蒗,云南,丽江市,丽江,宁蒗彝族自治县,宁蒗,,yunnan,lijiangshi,lijiang,ninglangyizuzizhixian,ninglang,云南省,云南,丽江市,丽江,lijiangshi,Lijiang,Yunnan
yunnan,yunnan,gengma daizu vazu aut county,yunnan指云南，无需修改。gengma daizu vazu aut county指云南临沧的耿马傣族佤族自治县，所属地级行政区是临沧市，全称临沧市，简称临沧。耿马傣族佤族自治县全称耿马傣族佤族自治县，简称耿马,云南,临沧市,临沧,耿马傣族佤族自治县,耿马,,yun nan,lin cang shi,lin cang,geng ma dai zu wa zu zi zhi xian,geng ma,云南省,云南,临沧市,临沧,lincangshi,Lincang,Yunnan
yunnan,yunnan,wujiaying,yunnan指云南，无需修改。wujiaying指云南临沧市的凤庆县勐佑镇乌家营村，所属地级行政区是临沧市，全称临沧市，简称临沧。乌家营村隶属勐佑镇，勐佑镇隶属凤庆县，凤庆县隶属临沧市，乌家营村作为区信息不准确，填充为null,云南,临沧市,临沧,null,null,,yun nan,lincangshi,lincang,null,null,云南省,云南,临沧市,临沧,lincangshi,Lincang,Yunnan
yunnan,yunnan,cangyuan va autonomous county,yunnan指云南，无需修改。cangyuan va autonomous county指云南的沧源佤族自治县，所属地级行政是临沧市，全称临沧市，简称临沧。沧源佤族自治县全称沧源佤族自治县，简称沧源,云南,临沧市,临沧,沧源佤族自治县,沧源,,yunnan,lincangshi,lincang,cangyuanwazuziqu,cangyuan,云南省,云南,临沧市,临沧,lincangshi,Lincang,Yunnan
shanxi,shanxi,qin county,shanxi指山西，无需修改。qin county指山西临汾市的沁县，所属地级行政是临汾市，全称临汾市，简称临汾。沁县全称沁县，简称沁。,山西,临汾市,临汾,沁县,沁,,shanxi,linfen shi,linfen,qin xian,qin,山西省,山西,临汾市,临汾,linfenshi,Linfen,Shanxi
shanxi,shanxi,ji county,shanxi指山西，无需修改。ji county指山西临汾的吉县，所属地级行政区是临汾市，全称临汾市，简称临汾。吉县全称吉县，简称吉,山西,临汾市,临汾,吉县,吉,,shanxi,linfenshi,linfen,jixian,ji,山西省,山西,临汾市,临汾,linfenshi,Linfen,Shanxi
gansu,gansu,dongxiangzu aut county,gansu指甘肃，无需修改。dongxiangzu aut county指甘肃临夏回族自治州的东乡族自治县，所属地级行政区是临夏回族自治州，全称临夏回族自治州，简称临夏。东乡族自治县全称东乡族自治县，简称东乡,甘肃,临夏回族自治州,临夏,东乡族自治县,东乡,,gansu,linxiahuizuzi zhizhou,linxia,dongxiangzuzi zhixian,dongxiang,甘肃省,甘肃,临夏回族自治州,临夏,linxiahuizuzizhizhou,Linxia,Gansu
shandong,shandong,tancheng town,shandong指山东，无需修改。tancheng town所在的山东县级行政区是郯城县，所属地级行政是临沂市，全称临沂市，简称临沂。郯城县全称郯城县，简称郯城，填充到区。,山东,临沂市,临沂,郯城县,郯城,山东拼音shandong，临沂市拼音linyishi，临沂拼音linyi，郯城县拼音tanchengxian，郯城拼音tancheng,shandong,linyishi,linyi,tanchengxian,tancheng,山东省,山东,临沂市,临沂,linyishi,Linyi,Shandong
zhejiang,zhejiang,jingning she autonomous county,zhejiang指浙江，无需修改。jingning she autonomous county指浙江的景宁畲族自治县，景宁畲族自治县是县级行政区，所属地级行政区是丽水市，全称丽水市，简称丽水。景宁畲族自治县全称景宁畲族自治县，简称景宁，填充到区。,浙江,丽水市,丽水,景宁畲族自治县,景宁,,zhejiang,lishuishi,lishui,jingningshezuzi zhixian,jingning,浙江省,浙江,丽水市,丽水,lishuishi,Lishui,Zhejiang
anhui,anhui,yu an district,anhui指安徽，无需修改。yu an district指安徽六安市的裕安区，所属地级行政是六安市，全称六安市，简称六安。裕安区全称裕安区，简称裕安,安徽,六安市,六安,裕安区,裕安,安徽拼音anhui，六安市拼音liuan shi，六安拼音liuan，裕安区拼音yu'anqu，裕安拼音yu'an,anhui,liuan shi,liuan,yu'anqu,yu'an,安徽省,安徽,六安市,六安,liuanshi,Luan,Anhui
anhui,anhui,yu an district,anhui指安徽，无需修改。yu an district指安徽六安市的裕安区，所属地级行政是六安市，全称六安市，简称六安。裕安区全称裕安区，简称裕安,安徽,六安市,六安,裕安区,裕安,安徽拼音anhui，六安市拼音liuan shi，六安拼音liuan，裕安区拼音yu'anqu，裕安拼音yu'an,anhui,liuan shi,liuan,yu'anqu,yu'an,安徽省,安徽,六安市,六安,liuanshi,Lu'an,Anhui
guizhou,guizhou,liuzhi special district,guizhou指贵州，无需修改。liuzhi special district指贵州六盘水市的六枝特区，六盘水市是地级行政区，全称六盘水市，简称六盘水。六枝特区全称六枝特区，简称六枝,贵州,六盘水市,六盘水,六枝特区,六枝,贵州拼音guizhou，六盘水市拼音liupanshuishi，六盘水拼音liupanshui，六枝特区拼音liuzhitequ，六枝拼音liuzhi,guizhou,liupanshuishi,liupanshui,liuzhitequ,liuzhi,贵州省,贵州,六盘水市,六盘水,liupanshuishi,Liupanshui,Guizhou
guangxi,guangxi zhuang,rong an,guangxi zhuang指广西壮族自治区，无需修改。rong an指广西的融安县，融安县是县级行政区划，所属地级行政区是柳州市，全称柳州市，简称柳州。融安县全称融安县，简称融安，填充到区。,广西壮族自治区,柳州市,柳州,融安县,融安,广西壮族自治区拼音guangxizhuangzuzizhiqu，柳州市拼音liuzhoushi，柳州拼音liuzhou，融安县拼音ronganxian，融安拼音rongan,guangxizhuangzuzizhiqu,liuzhoushi,liuzhou,ronganxian,rongan,广西省,广西,柳州市,柳州,liuzhoushi,Liuzhou,Guangxi
guangxi,guangxi zhuang,sanjiang dong autonomous county,guangxi zhuang指广西壮族自治区，无需修改。sanjiang dong autonomous county指广西壮族自治区的三江侗族自治县，三江侗族自治县是县级行政单位，所属地级行政区是柳州市，全称柳州市，简称柳州。三江侗族自治县全称三江侗族自治县，简称三江，填充到区。,广西壮族自治区,柳州市,柳州,三江侗族自治县,三江,,guangxizhuangzuzizhiqu,liuzhoushi,liuzhou,sanjiangdongzuzizhixian,sanjiang,广西省,广西,柳州市,柳州,liuzhoushi,Liuzhou,Guangxi
gansu,gansu,kang county,gansu指甘肃，无需修改。kang county指甘肃陇南的康县，所属地级行政是陇南市，全称陇南市，简称陇南。康县全称康县，简称康县,甘肃,陇南市,陇南,康县,康县,甘肃拼音gansu，陇南市拼音longnanshi，陇南拼音longnan，康县拼音kangxian，康县拼音kangxian,gansu,longnanshi,longnan,kangxian,kangxian,甘肃省,甘肃,陇南市,陇南,longnanshi,Longnan,Gansu
gansu,gansu,tanchang county,gansu指甘肃，无需修改。tanchang county指甘肃的宕昌县，所属地级行政是陇南市，全称陇南市，简称陇南。宕昌县全称宕昌县，简称宕昌,甘肃,陇南市,陇南,宕昌县,宕昌,,gansu,longnanshi,longnan,tanchangxian,tanchang,甘肃省,甘肃,陇南市,陇南,longnanshi,Longnan,Gansu
gansu,gansu,hui county,gansu指甘肃，无需修改。hui county指甘肃的徽县，徽县是县级市，所属地级行政区是陇南市，全称陇南市，简称陇南。徽县全称徽县，简称徽县，填充到区。,甘肃,陇南市,陇南,徽县,徽县,,gansu,longnanshi,longnan,huixian,huixian,甘肃省,甘肃,陇南市,陇南,longnanshi,Longnan,Gansu
gansu,gansu,wen county,gansu指甘肃，无需修改。wen county指甘肃陇南市的文县，所属地级行政是陇南市，全称陇南市，简称陇南。文县全称文县，简称文，填充到区。,甘肃,陇南市,陇南,文县,文,,gansu,longnanshi,longnan,wenxian,wen,甘肃省,甘肃,陇南市,陇南,longnanshi,Longnan,Gansu
henan,henan,chanhe hui district,henan指河南，符合格式无需修改。chanhe hui district指河南的瀍河回族区，瀍河回族区是县级行政单位，所属地级行政区是洛阳市，全称洛阳市，简称洛阳。瀍河回族区全称瀍河回族区，简称瀍河，填充到区。,河南,洛阳市,洛阳,瀍河回族区,瀍河,,henan,luoyangshi,luoyang,chanhehuizuqu,chanhe,河南省,河南,洛阳市,洛阳,luoyangshi,Luoyang,Henan
henan,henan,song county,henan指河南，无需修改。song county指河南的嵩县，嵩县所属地级行政区是洛阳市，全称洛阳市，简称洛阳。嵩县全称嵩县，简称嵩县,河南,洛阳市,洛阳,嵩县,嵩县,,henan,luoyangshi,luoyang,songxian,songxian,河南省,河南,洛阳市,洛阳,luoyangshi,Luoyang,Henan
sichuan,sichuan,lu county,sichuan指四川，无需修改。lu county指四川泸州的泸县，泸县是县级市，所属地级行政区是泸州市，全称泸州市，简称泸州。泸县全称泸县，简称泸县，填充到区。,四川,泸州市,泸州,泸县,泸县,,sichuan,luzhoushi,luzhou,luxian,luxian,四川省,四川,泸州市,泸州,luzhoushi,Luzhou,Sichuan
shanxi,shanxi,lan county,shanxi指山西，无需修改。lan county指山西吕梁市的岚县，吕梁市是地级行政区，全称吕梁市，简称吕梁。岚县全称岚县，简称岚,山西,吕梁市,吕梁,岚县,岚,,shanxi,luliangshi,luliang,lanxian,lan,山西省,山西,吕梁市,吕梁,lvliangshi,Luliang,Shanxi
anhui,anhui,he county,anhui指安徽，无需修改。he county指安徽的和县，所属地级行政区是马鞍山市，全称马鞍山市，简称马鞍山。和县全称和县，简称和,安徽,马鞍山市,马鞍山,和县,和,,anhui,maanshanshi,maanshan,hexian,he,安徽省,安徽,马鞍山市,马鞍山,maanshanshi,Maanshan,Anhui
anhui,anhui,he county,anhui指安徽，无需修改。he county指安徽的和县，所属地级行政区是马鞍山市，全称马鞍山市，简称马鞍山。和县全称和县，简称和,安徽,马鞍山市,马鞍山,和县,和,,anhui,maanshanshi,maanshan,hexian,he,安徽省,安徽,马鞍山市,马鞍山,maanshanshi,Ma'anshan,Anhui
sichuan,sichuan,beichuan qiang autonomous county,sichuan指四川，无需修改。beichuan qiang autonomous county指四川绵阳的北川羌族自治县，所属地级行政区是绵阳市，全称绵阳市，简称绵阳。北川羌族自治县全称北川羌族自治县，简称北川,四川,绵阳市,绵阳,北川羌族自治县,北川,,sichuan,mianyangshi,mianyang,beichuan qiangzu zizhixian,beichuan,四川省,四川,绵阳市,绵阳,mianyangshi,Mianyang,Sichuan
